year,genero,tengo_edad,Dónde estás trabajando,Años de experiencia,antiguedad_en_la_empresa_actual,Años en el puesto actual,cuantas_personas_tenes_a_cargo,maximo_nivel_de_estudios,estado,carrera,Trabajo de,dedicacion,ultimo_salario_mensual_o_retiro_bruto_en_pesos_argentinos,ultimo_salario_mensual_o_retiro_neto_en_pesos_argentinos,¿Qué tan conforme estás con tus ingresos laborales?,recibio_actualizacion_de_ingresos,¿De qué % fue el ajuste total acumulado?,recibis_algun_tipo_de_bono,a_que_esta_atado_el_bono,Cantidad de personas en tu organización,¿La recomendás como un buen lugar para trabajar?,contas_con_beneficios_adicionales,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,Modalidad de trabajo,Si trabajas bajo un esquema híbrido ¿Cuántos días a la semana vas a la oficina?,que_tanto_estas_usando_copilotchatgpt_u_otras_herramientas_de_ia_para_tu_trabajo,estas_buscando_trabajo,seniority,sueldo_bruto_en_dolares,sueldo_neto_en_dolares,source_file,estudios_estado,carrera_categoria
2025,Mujer Cis,39,Capital,18,5,5,0.0,,,,Diseño y Experiencia de Usuario,Full-Time,600000,580000,1,Uno,10,No,No recibo bono,De 2 a 10 personas,0,Ninguna de las anteriores,1074,100% remoto,0,2,"Sí, estoy buscando activamente.",Senior,559,540,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Mujer Cis,28,Buenos Aires,5,0,1,0.0,,,,Gestión y Consultoría,Full-Time,2000000,1930000,3,Más de tres,97,No,No recibo bono,De 201 a 500 personas,9,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1074,100% remoto,0,3,"No, pero escucho ofertas.",Semi-Senior,1862,1797,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,47,Buenos Aires,20,2,2,0.0,,,,Desarrollo e Ingeniería,Full-Time,1900000,1700000,3,Tres,120,No,No recibo bono,De 51 a 100 personas,6,"Abono de Internet, Descuento en gimnasios / Clases de gimnasia online",1074,100% remoto,0,0,"Sí, estoy buscando activamente.",Senior,1769,1583,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,45,Capital,5,1,1,3.0,,,,Gestión y Consultoría,Full-Time,5800000,4700000,2,Más de tres,118,3+ sueldos,Performance de la compañía,De 11  a 50  personas,7,"Comidas pagas / subvencionadas, Horarios flexibles",1074,Híbrido (presencial y remoto),2,0,"No, pero escucho ofertas.",Semi-Senior,5400,4376,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,27,Capital,0,0,0,0.0,Terciario,Completo,Analista de Sistemas,Gestión y Consultoría,Full-Time,1000000,870000,2,Más de tres,100,No,No recibo bono,De 2001a 5000 personas,6,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc)",1074,Híbrido (presencial y remoto),1,1,"No, pero escucho ofertas.",Junior,931,810,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,IT_TECNICATURA_BOOTCAMP
2025,Hombre Cis,27,Resto del país,2,0,0,0.0,Universitario,Completo,Ingeniería en Sistemas,Gestión y Consultoría,Full-Time,2100000,1900000,2,Más de tres,118,No,No recibo bono,De 101 a 200 personas,7,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1074,Híbrido (presencial y remoto),1,2,"No, pero escucho ofertas.",Junior,1955,1769,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2025,Hombre Cis,30,Centro,5,5,2,2.0,Terciario,Completo,Tecnicatura en Informática,Infraestructura y Operaciones,Full-Time,1085041,926303,2,Más de tres,200,No,No recibo bono,De 11  a 50  personas,0,"Abono de celular, Descuentos varios (Clarín 365, Club La Nación, etc)",1074,100% presencial,0,5,"No, pero escucho ofertas.",Semi-Senior,1010,862,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,IT_TECNICATURA_BOOTCAMP
2025,Mujer Cis,39,Capital,4,1,4,0.0,Universitario,Completo,Licenciatura en Administración de Empresas,Gestión y Consultoría,Full-Time,1600000,1300000,1,Dos,10,No,No recibo bono,De 201 a 500 personas,5,Clases de idiomas,1074,Híbrido (presencial y remoto),1,3,"Sí, estoy buscando activamente.",Semi-Senior,1490,1210,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_LICENCIATURA
2025,Hombre Cis,52,Centro,25,15,15,2.0,Posgrado/Especialización,Completo,Licenciatura en Informática,QA y Seguridad,Full-Time,2800000,2350000,2,Dos,50,No,No recibo bono,De 11  a 50  personas,0,"Descuentos varios (Clarín 365, Club La Nación, etc)",1074,100% remoto,0,3,"Sí, estoy buscando activamente.",Senior,2607,2188,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,mayor_a_universitario,IT_LICENCIATURA
2025,Hombre Cis,36,Capital,9,3,3,0.0,,,,QA y Seguridad,Full-Time,2400000,2100000,4,Más de tres,15,No,No recibo bono,Más de 10000 personas,8,"Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc)",1074,100% remoto,0,4,"No, pero escucho ofertas.",Senior,2235,1955,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,26,Buenos Aires,4,2,2,0.0,,,,QA y Seguridad,Full-Time,1210526,1000000,2,Más de tres,50,No,No recibo bono,De 201 a 500 personas,8,Capacitaciones y/o cursos,1074,Híbrido (presencial y remoto),1,1,"No, pero escucho ofertas.",Semi-Senior,1127,931,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,33,Capital,6,4,4,0.0,,,,QA y Seguridad,Full-Time,2400000,2100000,2,Más de tres,80,Menos de un sueldo,Mix de las anteriores,De 101 a 200 personas,8,"Abono de celular, Abono de Internet",1074,100% remoto,0,2,"No, pero escucho ofertas.",Senior,2235,1955,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,33,Resto del país,8,2,2,0.0,,,,Desarrollo e Ingeniería,Full-Time,3000000,2400000,2,Dos,24,No,No recibo bono,Más de 10000 personas,9,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",1074,100% remoto,0,2,"No, pero escucho ofertas.",Senior,2793,2235,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,37,Buenos Aires,15,10,3,25.0,Universitario,Completo,Ingeniería en Informática,Gestión y Consultoría,Full-Time,6671000,494400,3,Tres,65,Un sueldo,Performance de la compañía,Más de 10000 personas,7,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",1074,Híbrido (presencial y remoto),1,5,"No, pero escucho ofertas.",Senior,6211,460,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2025,Hombre Cis,58,Capital,20,1,1,5.0,Universitario,Completo,Licenciatura en Informática,Gestión y Consultoría,Full-Time,4400000,3500000,2,Más de tres,120,No,No recibo bono,De 501 a 1000 personas,8,"Abono de Internet, Capacitaciones y/o cursos, Horarios flexibles",1074,Híbrido (presencial y remoto),2,5,"No, pero escucho ofertas.",Senior,4097,3259,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_LICENCIATURA
2025,Hombre Cis,41,Centro,15,15,15,5.0,Universitario,Completo,Ingeniería en Sistemas,Desarrollo e Ingeniería,Full-Time,4400000,4100000,3,Más de tres,100,No,No recibo bono,De 2 a 10 personas,6,Ninguno,1074,Híbrido (presencial y remoto),4,3,"No, pero escucho ofertas.",Senior,4097,3818,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2025,Hombre Cis,36,Resto del país,6,3,2,0.0,,,,Desarrollo e Ingeniería,Full-Time,1450000,1400000,3,Tres,60,No,No recibo bono,De 11  a 50  personas,8,Horarios flexibles,1074,100% remoto,0,5,"No, pero escucho ofertas.",Senior,1350,1304,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,32,Centro,3,3,1,8.0,,,,Desarrollo e Ingeniería,Full-Time,4000000,3250000,3,Más de tres,150,No,No recibo bono,De 51 a 100 personas,8,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1074,100% remoto,0,2,"Sí, estoy buscando activamente.",Semi-Senior,3724,3026,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,23,Buenos Aires,4,1,4,0.0,,,,Desarrollo e Ingeniería,Full-Time,1900000,1575000,3,Tres,15,No,No recibo bono,De 5001 a 10000 personas,9,Vacaciones flexibles (adicionales a las reglamentarias),1074,Híbrido (presencial y remoto),1,5,"No, pero escucho ofertas.",Semi-Senior,1769,1466,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,52,Capital,15,4,2,6.0,,,,Datos y Analítica,Full-Time,1500000,1200000,2,Dos,20,No,No recibo bono,De 201 a 500 personas,5,"Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1074,100% remoto,0,4,"No, pero escucho ofertas.",Senior,1397,1117,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,42,Centro,2,2,2,0.0,,,,Desarrollo e Ingeniería,Full-Time,1600000,1300000,2,Tres,20,Un sueldo,Performance individual,Más de 10000 personas,8,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Vacaciones flexibles (adicionales a las reglamentarias)",1074,Híbrido (presencial y remoto),2,1,"No, pero escucho ofertas.",Junior,1490,1210,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,50,Capital,15,3,3,0.0,,,,Datos y Analítica,Full-Time,1700000,1700000,1,Tres,50,No,No recibo bono,De 11  a 50  personas,2,Ninguna de las anteriores,1074,Híbrido (presencial y remoto),2,0,"Sí, estoy buscando activamente.",Senior,1583,1583,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,35,Centro,1,1,1,0.0,,,,QA y Seguridad,Full-Time,1988634,1740417,3,Más de tres,3,Menos de un sueldo,Performance de la compañía,De 201 a 500 personas,7,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",1074,100% presencial,0,0,"No, pero escucho ofertas.",Junior,1852,1620,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Mujer Cis,37,Buenos Aires,4,4,4,0.0,Universitario,Completo,Diseño Gráfico,Diseño y Experiencia de Usuario,Part-Time,1530000,1530000,3,Dos,322,No,No recibo bono,De 51 a 100 personas,8,"Clases de idiomas, Horarios flexibles",1074,100% remoto,0,5,"No, pero escucho ofertas.",Semi-Senior,1425,1425,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,NO_IT
2025,Hombre Cis,53,Capital,15,4,4,2.0,,,,Desarrollo e Ingeniería,Full-Time,2200000,187000,3,Tres,45,No,No recibo bono,De 51 a 100 personas,5,Horarios flexibles,1074,100% remoto,0,4,"No, pero escucho ofertas.",Senior,2048,174,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Mujer Cis,29,Capital,7,5,3,1.0,,,,Desarrollo e Ingeniería,Full-Time,1950607,1639005,2,Más de tres,170,No,No recibo bono,De 101 a 200 personas,6,"Abono de Internet, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",1074,100% remoto,0,3,"Sí, estoy buscando activamente.",Senior,1816,1526,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,34,Capital,10,9,4,0.0,,,,Desarrollo e Ingeniería,Full-Time,3900000,3000000,4,Más de tres,150,De uno a tres sueldos,Mix de las anteriores,De 501 a 1000 personas,10,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",1074,100% remoto,0,0,"No, pero escucho ofertas.",Senior,3631,2793,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Mujer Cis,43,Capital,6,6,5,3.0,,,,Datos y Analítica,Full-Time,3000000,2300000,2,Más de tres,4,No,No recibo bono,De 101 a 200 personas,3,Descuento en gimnasios / Clases de gimnasia online,1074,100% presencial,0,3,"Sí, estoy buscando activamente.",Senior,2793,2142,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,42,Centro,16,16,1,25.0,,,,Gestión y Consultoría,Full-Time,3500000,2800000,4,Más de tres,120,No,No recibo bono,De 1001 a 2000 personas,10,"Abono de celular, Estacionamiento gratuito / subvencionado",1074,Híbrido (presencial y remoto),4,5,"No, pero escucho ofertas.",Senior,3259,2607,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,63,Capital,30,25,8,13.0,Terciario,Completo,Analista de Sistemas,Gestión y Consultoría,Full-Time,2315756,1922078,2,Dos,15,No,No recibo bono,De 101 a 200 personas,5,"Abono de celular, Horarios flexibles, prepaga galeno azul",1074,Híbrido (presencial y remoto),2,3,"No, pero escucho ofertas.",Senior,2156,1790,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,IT_TECNICATURA_BOOTCAMP
2025,Hombre Cis,32,Resto del país,5,2,2,0.0,,,,Desarrollo e Ingeniería,Full-Time,3332000,2608536,3,Más de tres,136,No,Votado por decisión colectiva,De 501 a 1000 personas,7,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1074,100% remoto,0,4,"No, pero escucho ofertas.",Semi-Senior,3102,2429,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Mujer Cis,24,Capital,4,0,0,0.0,Universitario,En curso,Licenciatura en Historia,Infraestructura y Operaciones,Full-Time,2250000,1800000,3,Tres,15,De uno a tres sueldos,Performance de la compañía,Más de 10000 personas,8,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería",1074,Híbrido (presencial y remoto),1,1,"No, estoy muy conforme.",Semi-Senior,2095,1676,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario incompleto_encurso,IT_LICENCIATURA
2025,Mujer Cis,38,Capital,4,1,4,0.0,,,,Desarrollo e Ingeniería,Full-Time,1101670,914387,2,Tres,170,No,No recibo bono,De 1001 a 2000 personas,9,"Abono de Internet, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",1074,100% remoto,0,2,"No, pero escucho ofertas.",Semi-Senior,1026,851,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,22,Capital,0,0,0,0.0,,,,Desarrollo e Ingeniería,Full-Time,2500000,1800000,3,Tres,30,Un sueldo,Performance individual,Más de 10000 personas,9,"Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",1074,100% remoto,0,3,"No, pero escucho ofertas.",Junior,2328,1676,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Mujer Cis,33,Centro,7,3,7,8.0,,,,Datos y Analítica,Full-Time,1237000,1026000,2,Dos,20,No,No recibo bono,De 11  a 50  personas,7,Ninguna de las anteriores,1074,100% remoto,0,5,"Sí, estoy buscando activamente.",Senior,1152,955,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,43,Resto del país,12,4,4,0.0,,,,Desarrollo e Ingeniería,Full-Time,2899844,2300000,2,Más de tres,95,No,No recibo bono,De 11  a 50  personas,8,Horarios flexibles,1074,100% remoto,0,2,"No, pero escucho ofertas.",Senior,2700,2142,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,28,Capital,4,4,1,3.0,,,,Desarrollo e Ingeniería,Full-Time,2289156,1900000,3,Más de tres,110,No,Performance de la compañía,De 11  a 50  personas,8,"Capacitaciones y/o cursos, Horarios flexibles, dia de cumpleanos",1074,Híbrido (presencial y remoto),2,5,"No, pero escucho ofertas.",Semi-Senior,2131,1769,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Mujer Cis,34,Resto del país,5,5,1,0.0,Terciario,Completo,Tecnicatura Superior en Programación,Desarrollo e Ingeniería,Part-Time,1800000,1600000,2,Dos,20,No,No recibo bono,De 201 a 500 personas,0,Licencia por nacimiento extendida,1074,100% presencial,0,4,"Sí, estoy buscando activamente.",Semi-Senior,1676,1490,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,IT_TECNICATURA_BOOTCAMP
2025,Mujer Cis,45,Capital,3,0,0,0.0,Maestría,Completo,Licenciatura en Sociología,Diseño y Experiencia de Usuario,Full-Time,1950000,1500000,3,Tres,30,No,No recibo bono,De 201 a 500 personas,9,"Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias), Viáticos",1074,100% remoto,0,4,"Sí, estoy buscando activamente.",Semi-Senior,1816,1397,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,mayor_a_universitario,IT_LICENCIATURA
2025,Hombre Cis,31,Capital,8,5,2,0.0,,,,Desarrollo e Ingeniería,Full-Time,1900000,1600000,3,Más de tres,26,Un sueldo,Performance de la compañía,De 501 a 1000 personas,8,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",1074,Híbrido (presencial y remoto),4,4,"Sí, estoy buscando activamente.",Senior,1769,1490,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,39,Capital,5,0,5,0.0,Universitario,En curso,Licenciatura en Administración de Empresas,Datos y Analítica,Full-Time,1600000,1300000,1,No,0,No,No recibo bono,De 11  a 50  personas,1,"Capacitaciones y/o cursos, Horarios flexibles, Viernes hasta las 15hs",1074,Híbrido (presencial y remoto),1,1,"Sí, estoy buscando activamente.",Semi-Senior,1490,1210,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario incompleto_encurso,IT_LICENCIATURA
2025,Hombre Cis,70,Capital,45,4,4,0.0,,,,Otros / No IT,Part-Time,1000000,1000000,4,Más de tres,100,No,No recibo bono,De 501 a 1000 personas,10,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",1074,100% remoto,0,0,"No, estoy muy conforme.",Senior,931,931,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,36,Capital,12,5,5,0.0,Universitario,Completo,Licenciatura en Informática,Infraestructura y Operaciones,Full-Time,2722750,2180000,3,Más de tres,40,Un sueldo,Performance individual,De 51 a 100 personas,7,"Abono de celular, Abono de Internet, Clases de idiomas",1074,100% remoto,0,3,"Sí, estoy buscando activamente.",Senior,2535,2030,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_LICENCIATURA
2025,Hombre Cis,26,Centro,3,0,0,0.0,,,,Desarrollo e Ingeniería,Full-Time,3525000,2400000,3,Dos,15,De uno a tres sueldos,Mix de las anteriores,Más de 10000 personas,10,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá)",1074,100% remoto,0,5,"No, pero escucho ofertas.",Semi-Senior,3282,2235,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,36,Buenos Aires,1,1,1,0.0,,,,Desarrollo e Ingeniería,Full-Time,290000,265000,1,Tres,45,No,No recibo bono,De 101 a 200 personas,0,"Abono de Internet, Capacitaciones y/o cursos, Descuentos varios (Clarín 365, Club La Nación, etc)",1074,100% remoto,0,4,"Sí, estoy buscando activamente.",Junior,270,247,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,38,Capital,15,10,10,0.0,,,,Desarrollo e Ingeniería,Full-Time,3400000,2800000,3,Más de tres,40,Un sueldo,Performance individual,De 1001 a 2000 personas,0,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online",1074,100% remoto,0,2,"No, estoy muy conforme.",Senior,3166,2607,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,45,Capital,14,2,2,0.0,Universitario,Completo,Licenciatura en Sistemas,Gestión y Consultoría,Full-Time,4250000,3150000,3,Más de tres,100,De uno a tres sueldos,Mix de las anteriores,Más de 10000 personas,8,"Abono de celular, Abono de Internet, Vacaciones flexibles (adicionales a las reglamentarias)",1074,Híbrido (presencial y remoto),2,2,"No, pero escucho ofertas.",Senior,3957,2933,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_LICENCIATURA
2025,Mujer Cis,31,Capital,5,5,3,3.0,Maestría,En curso,Licenciatura en Administración de Empresas,Gestión y Consultoría,Full-Time,5951024,5467965,4,Más de tres,90,No,No recibo bono,De 201 a 500 personas,8,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Horarios flexibles, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",1074,Híbrido (presencial y remoto),3,3,"No, pero escucho ofertas.",Semi-Senior,5541,5091,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,mayor_a_universitario,IT_LICENCIATURA
2025,Hombre Cis,40,Centro,10,0,0,0.0,,,,Infraestructura y Operaciones,Full-Time,4200000,3700000,1,No,0,No,Performance individual,De 5001 a 10000 personas,0,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles",1074,100% remoto,0,2,"Sí, estoy buscando activamente.",Senior,3911,3445,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,32,Capital,8,2,2,0.0,,,,Infraestructura y Operaciones,Full-Time,2731073,2250000,3,Más de tres,114,De uno a tres sueldos,Performance individual,De 5001 a 10000 personas,7,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Vacaciones flexibles (adicionales a las reglamentarias)",1074,100% remoto,0,2,"No, pero escucho ofertas.",Senior,2543,2095,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,34,Capital,10,10,2,0.0,,,,Desarrollo e Ingeniería,Full-Time,1500000,1301630,2,Tres,75,No,No recibo bono,De 11  a 50  personas,6,Capacitaciones y/o cursos,1074,Híbrido (presencial y remoto),2,4,"No, pero escucho ofertas.",Senior,1397,1212,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,33,Capital,9,2,2,0.0,,,,QA y Seguridad,Full-Time,2100000,1452000,3,Tres,25,No,No recibo bono,De 51 a 100 personas,8,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Saldo en pedidosya",1074,100% remoto,0,3,"Sí, estoy buscando activamente.",Senior,1955,1352,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,26,Capital,5,0,4,0.0,,,,Desarrollo e Ingeniería,Full-Time,1380000,1145000,3,Dos,8,No,No recibo bono,De 101 a 200 personas,10,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online",1074,Híbrido (presencial y remoto),1,5,"No, pero escucho ofertas.",Semi-Senior,1285,1066,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,,
2025,Hombre Cis,27,Buenos Aires,7,4,0,13.0,Universitario,Incompleto,Ingeniería en Informática,Desarrollo e Ingeniería,Full-Time,2500000,2000000,2,Tres,5,No,No recibo bono,De 1001 a 2000 personas,8,"Abono de celular, Capacitaciones y/o cursos, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1074,100% remoto,0,1,"No, pero escucho ofertas.",Senior,2328,1862,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,universitario completo,IT_INGENIERIA
2025,No binarie,38,Centro,10,8,8,0.0,Terciario,Completo,Diseño Gráfico,Infraestructura y Operaciones,Full-Time,1634317,1356484,2,Más de tres,85,Menos de un sueldo,Mix de las anteriores,De 51 a 100 personas,6,"Descuento en gimnasios / Clases de gimnasia online, Horarios flexibles",1074,100% presencial,0,0,"No, pero escucho ofertas.",Senior,1522,1263,Copia de 2025.1 - Sysarmy - Encuesta de remuneración salarial Argentina_replaced.xlsx,menor_a_universitario,NO_IT
